Blocs;Fermenter;Species;Time (h);CO2 (g/L);CO2_rate (g/L/h)
Sc vs Mf;F28;Sc vs Mf;280.2;85.091;0.119
Sc vs Mf;F28;Sc vs Mf;280.54;85.111;0.12
Sc vs Mf;F28;Sc vs Mf;280.87;85.15;0.122
Sc vs Mf;F28;Sc vs Mf;281.2;85.2;0.119
Sc vs Mf;F28;Sc vs Mf;281.54;85.24;0.12
Sc vs Mf;F28;Sc vs Mf;281.87;85.279;0.117
Sc vs Mf;F28;Sc vs Mf;282.2;85.309;0.117
Sc vs Mf;F28;Sc vs Mf;282.54;85.359;0.116
Sc vs Mf;F28;Sc vs Mf;282.87;85.388;0.115
Sc vs Mf;F28;Sc vs Mf;283.2;85.438;0.114
Sc vs Mf;F28;Sc vs Mf;283.54;85.468;0.114
Sc vs Mf;F28;Sc vs Mf;283.87;85.497;0.114
Sc vs Mf;F28;Sc vs Mf;284.2;85.547;0.112
Sc vs Mf;F28;Sc vs Mf;284.54;85.587;0.112
Sc vs Mf;F28;Sc vs Mf;284.87;85.616;0.111
Sc vs Mf;F28;Sc vs Mf;285.2;85.656;0.113
Sc vs Mf;F28;Sc vs Mf;285.54;85.696;0.112
Sc vs Mf;F28;Sc vs Mf;285.87;85.726;0.109
Sc vs Mf;F28;Sc vs Mf;286.2;85.765;0.107
Sc vs Mf;F28;Sc vs Mf;286.54;85.805;0.108
Sc vs Mf;F28;Sc vs Mf;286.87;85.845;0.107
Sc vs Mf;F28;Sc vs Mf;287.2;85.874;0.105
Sc vs Mf;F28;Sc vs Mf;287.54;85.904;0.104
Sc vs Mf;F28;Sc vs Mf;287.87;85.934;0.105
Sc vs Mf;F28;Sc vs Mf;288.2;85.983;0.102
Sc vs Mf;F28;Sc vs Mf;288.54;86.013;0.103
Sc vs Mf;F28;Sc vs Mf;288.87;86.043;0.103
Sc vs Mf;F28;Sc vs Mf;289.2;86.073;0.102
Sc vs Mf;F28;Sc vs Mf;289.54;86.132;0.101
Sc vs Mf;F28;Sc vs Mf;289.87;86.132;0.098
Sc vs Mf;F28;Sc vs Mf;290.2;86.192;0.098
Sc vs Mf;F28;Sc vs Mf;290.54;86.211;0.096
Sc vs Mf;F28;Sc vs Mf;290.87;86.241;0.097
Sc vs Mf;F28;Sc vs Mf;291.2;86.281;0.096
Sc vs Mf;F28;Sc vs Mf;291.54;86.301;0.098
Sc vs Mf;F28;Sc vs Mf;291.87;86.34;0.095
Sc vs Mf;F28;Sc vs Mf;292.2;86.36;0.101
Sc vs Mf;F28;Sc vs Mf;292.54;86.42;0.096
Sc vs Mf;F28;Sc vs Mf;292.87;86.44;0.091
Sc vs Mf;F28;Sc vs Mf;293.2;86.469;0.091
Sc vs Mf;F28;Sc vs Mf;293.54;86.499;0.088
Sc vs Mf;F28;Sc vs Mf;293.87;86.559;0.085
Sc vs Mf;F28;Sc vs Mf;294.2;86.539;0.079
Sc vs Mf;F28;Sc vs Mf;294.54;86.559;0.079
Sc vs Mf;F28;Sc vs Mf;294.87;86.618;0.079
Sc vs Mf;F28;Sc vs Mf;295.2;86.638;0.076
Sc vs Mf;F28;Sc vs Mf;295.54;86.658;0.075
Sc vs Mf;F28;Sc vs Mf;295.87;86.678;0.079
Sc vs Mf;F28;Sc vs Mf;296.2;86.707;0.08
Sc vs Mf;F28;Sc vs Mf;296.54;86.747;0.075
Sc vs Mf;F28;Sc vs Mf;296.87;86.747;0.074
Sc vs Mf;F28;Sc vs Mf;297.2;86.787;0.074
Sc vs Mf;F28;Sc vs Mf;297.54;86.806;0.069
Sc vs Mf;F28;Sc vs Mf;297.87;86.856;0.065
Sc vs Mf;F28;Sc vs Mf;298.2;86.856;0.063
Sc vs Mf;F28;Sc vs Mf;298.54;86.866;0.063
Sc vs Mf;F28;Sc vs Mf;298.87;86.906;0.058
Sc vs Mf;F28;Sc vs Mf;299.2;86.896;0.059
Sc vs Mf;F28;Sc vs Mf;299.54;86.925;0.058
Sc vs Mf;F28;Sc vs Mf;299.87;86.955;0.06
Sc vs Mf;F28;Sc vs Mf;300.2;86.975;0.058
Sc vs Mf;F28;Sc vs Mf;300.54;86.985;0.056
Sc vs Mf;F28;Sc vs Mf;300.87;87.025;0.055
Sc vs Mf;F28;Sc vs Mf;301.2;87.035;0.049
Sc vs Mf;F28;Sc vs Mf;301.54;87.044;0.047
Sc vs Mf;F28;Sc vs Mf;301.87;87.054;0.045
Sc vs Mf;F28;Sc vs Mf;302.2;87.074;0.043
Sc vs Mf;F28;Sc vs Mf;302.54;87.084;0.039
Sc vs Mf;F28;Sc vs Mf;302.87;87.094;0.038
Sc vs Mf;F28;Sc vs Mf;303.2;87.124;0.039
Sc vs Mf;F28;Sc vs Mf;303.54;87.124;0.037
Sc vs Mf;F28;Sc vs Mf;303.87;87.144;0.037
Sc vs Mf;F28;Sc vs Mf;304.2;87.144;0.037
Sc vs Mf;F28;Sc vs Mf;304.54;87.154;0.035
Sc vs Mf;F28;Sc vs Mf;304.87;87.183;0.035
Sc vs Mf;F28;Sc vs Mf;305.2;87.173;0.034
Sc vs Mf;F28;Sc vs Mf;305.54;87.203;0.032
Sc vs Mf;F28;Sc vs Mf;305.87;87.213;0.032
Sc vs Mf;F28;Sc vs Mf;306.2;87.213;0.029
Sc vs Mf;F28;Sc vs Mf;306.54;87.243;0.027
Sc vs Mf;F28;Sc vs Mf;306.87;87.223;0.027
Sc vs Mf;F28;Sc vs Mf;307.2;87.243;0.022
Sc vs Mf;F28;Sc vs Mf;307.54;87.253;0.023
Sc vs Mf;F28;Sc vs Mf;307.87;87.253;0.021
Sc vs Mf;F28;Sc vs Mf;308.2;87.273;0.02
Sc vs Mf;F28;Sc vs Mf;308.54;87.273;0.021
Sc vs Mf;F28;Sc vs Mf;308.87;87.273;0.019
Sc vs Mf;F28;Sc vs Mf;309.2;87.292;0.019
Sc vs Mf;F28;Sc vs Mf;309.54;87.282;0.024
Sc vs Mf;F28;Sc vs Mf;309.87;87.302;0.022
Sc vs Mf;F28;Sc vs Mf;310.2;87.292;0.023
Sc vs Mf;F28;Sc vs Mf;310.54;87.312;0.021
Sc vs Mf;F28;Sc vs Mf;310.87;87.322;0.02
Sc vs Mf;F28;Sc vs Mf;311.2;87.352;0.017
Sc vs Mf;F28;Sc vs Mf;311.54;87.332;0.015
Sc vs Mf;F28;Sc vs Mf;311.87;87.342;0.015
Sc vs Mf;F28;Sc vs Mf;312.2;87.332;0.011
Sc vs Mf;F28;Sc vs Mf;312.54;87.352;0.009
Sc vs Mf;F28;Sc vs Mf;312.87;87.332;0.008
Sc vs Mf;F28;Sc vs Mf;313.2;87.352;0.01
Sc vs Mf;F28;Sc vs Mf;313.54;87.362;0.011
Sc vs Mf;F28;Sc vs Mf;313.87;87.362;0.013
Sc vs Mf;F28;Sc vs Mf;314.2;87.362;0.013
Sc vs Mf;F28;Sc vs Mf;314.54;87.362;0.012
Sc vs Mf;F28;Sc vs Mf;314.87;87.362;0.009
Sc vs Mf;F28;Sc vs Mf;315.2;87.382;0.013
Sc vs Mf;F28;Sc vs Mf;315.54;87.382;0.012
Sc vs Mf;F28;Sc vs Mf;315.87;87.392;0.016
Sc vs Mf;F28;Sc vs Mf;316.2;87.372;0.014
Sc vs Mf;F28;Sc vs Mf;316.54;87.382;0.01
Sc vs Mf;F28;Sc vs Mf;316.87;87.421;0.007
Sc vs Mf;F28;Sc vs Mf;317.2;87.382;0.008
Sc vs Mf;F28;Sc vs Mf;317.54;87.431;0.009
Sc vs Mf;F28;Sc vs Mf;317.87;87.392;0.009
Sc vs Mf;F28;Sc vs Mf;318.2;87.392;0.008
Sc vs Mf;F28;Sc vs Mf;318.54;87.401;0.01
Sc vs Mf;F28;Sc vs Mf;318.87;87.411;0.015
Sc vs Mf;F28;Sc vs Mf;319.2;87.421;0.012
Sc vs Mf;F28;Sc vs Mf;319.54;87.411;0.015
Sc vs Mf;F28;Sc vs Mf;319.87;87.431;0.014
Sc vs Mf;F28;Sc vs Mf;320.2;87.451;0.009
Sc vs Mf;F28;Sc vs Mf;320.54;87.441;0.007
Sc vs Mf;F28;Sc vs Mf;320.87;87.431;0.009
Sc vs Mf;F28;Sc vs Mf;321.2;87.431;0.007
Sc vs Mf;F28;Sc vs Mf;321.54;87.441;0.003
Sc vs Mf;F28;Sc vs Mf;321.87;87.431;0.002
Sc vs Mf;F28;Sc vs Mf;322.2;87.441;0.004
Sc vs Mf;F28;Sc vs Mf;322.54;87.471;0.007
Sc vs Mf;F28;Sc vs Mf;322.87;87.441;0.007
Sc vs Mf;F28;Sc vs Mf;323.2;87.441;0.006
Sc vs Mf;F28;Sc vs Mf;323.54;87.441;0.007
Sc vs Mf;F28;Sc vs Mf;323.87;87.451;0.004
Sc vs Mf;F28;Sc vs Mf;324.2;87.461;0.005
Sc vs Mf;F28;Sc vs Mf;324.54;87.461;0.01
Sc vs Mf;F28;Sc vs Mf;324.87;87.461;0.012
Sc vs Mf;F28;Sc vs Mf;325.2;87.461;0.011
Sc vs Mf;F28;Sc vs Mf;325.54;87.451;0.008
Sc vs Mf;F28;Sc vs Mf;325.87;87.481;0.006
Sc vs Mf;F28;Sc vs Mf;326.2;87.471;0.008
Sc vs Mf;F28;Sc vs Mf;326.54;87.491;0.011
Sc vs Mf;F28;Sc vs Mf;326.87;87.481;0.011
Sc vs Mf;F28;Sc vs Mf;327.2;87.471;0.008
Sc vs Mf;F28;Sc vs Mf;327.54;87.471;0.003
Sc vs Mf;F28;Sc vs Mf;327.87;87.491;0.005
Sc vs Mf;F28;Sc vs Mf;328.2;87.511;0.006
Sc vs Mf;F28;Sc vs Mf;328.54;87.491;0.009
Sc vs Mf;F28;Sc vs Mf;328.87;87.481;0.008
Sc vs Mf;F28;Sc vs Mf;329.2;87.481;0.006
Sc vs Mf;F28;Sc vs Mf;329.54;87.501;0.003
Sc vs Mf;F28;Sc vs Mf;329.87;87.511;0.005
Sc vs Mf;F28;Sc vs Mf;330.2;87.511;0.011
Sc vs Mf;F28;Sc vs Mf;330.54;87.491;0.01
Sc vs Mf;F28;Sc vs Mf;330.87;87.501;0.009
Sc vs Mf;F28;Sc vs Mf;331.2;87.501;0.006
Sc vs Mf;F28;Sc vs Mf;331.54;87.52;0.004
Sc vs Mf;F28;Sc vs Mf;331.87;87.53;0.005
Sc vs Mf;F28;Sc vs Mf;332.2;87.511;0.009
Sc vs Mf;F28;Sc vs Mf;332.54;87.52;0.008
Sc vs Mf;F29;Mf;0.22;0;0
Sc vs Mf;F29;Mf;0.55;0.027;0
Sc vs Mf;F29;Mf;0.89;-0.018;0
Sc vs Mf;F29;Mf;1.22;-0.036;0
Sc vs Mf;F29;Mf;1.55;0.064;-0.006
Sc vs Mf;F29;Mf;1.89;0.055;-0.016
Sc vs Mf;F29;Mf;2.22;0.073;-0.011
Sc vs Mf;F29;Mf;2.55;-0.118;0.006
Sc vs Mf;F29;Mf;2.89;0.055;-0.019
Sc vs Mf;F29;Mf;3.22;-0.064;-0.018
Sc vs Mf;F29;Mf;3.55;-0.055;0.006
Sc vs Mf;F29;Mf;3.89;0.027;0.008
Sc vs Mf;F29;Mf;4.22;0.1;0.014
Sc vs Mf;F29;Mf;4.55;-0.145;-0.009
Sc vs Mf;F29;Mf;4.89;0.036;-0.018
Sc vs Mf;F29;Mf;5.22;0.109;-0.032
Sc vs Mf;F29;Mf;5.55;-0.036;-0.058
Sc vs Mf;F29;Mf;5.89;-0.045;-0.051
Sc vs Mf;F29;Mf;6.22;-0.055;-0.043
Sc vs Mf;F29;Mf;6.55;-0.146;-0.054
Sc vs Mf;F29;Mf;6.89;-0.082;-0.064
Sc vs Mf;F29;Mf;7.22;-0.183;-0.027
Sc vs Mf;F29;Mf;7.55;-0.064;-0.029
Sc vs Mf;F29;Mf;7.89;-0.164;-0.005
Sc vs Mf;F29;Mf;8.22;-0.064;0.001
Sc vs Mf;F29;Mf;8.55;-0.256;0.009
Sc vs Mf;F29;Mf;8.89;-0.055;0.016
Sc vs Mf;F29;Mf;9.22;-0.201;0.011
Sc vs Mf;F29;Mf;9.55;-0.036;0.019
Sc vs Mf;F29;Mf;9.89;-0.146;0.008
Sc vs Mf;F29;Mf;10.22;-0.045;0.032
Sc vs Mf;F29;Mf;10.55;-0.11;0
Sc vs Mf;F29;Mf;10.89;-0.082;0.028
Sc vs Mf;F29;Mf;11.22;-0.11;0.015
Sc vs Mf;F29;Mf;11.55;-0.137;0.036
Sc vs Mf;F29;Mf;11.89;0.001;0.028
Sc vs Mf;F29;Mf;12.22;-0.165;0.028
Sc vs Mf;F29;Mf;12.55;0.057;0.026
Sc vs Mf;F29;Mf;12.89;-0.054;0.009
Sc vs Mf;F29;Mf;13.22;0.038;0.012
Sc vs Mf;F29;Mf;13.55;-0.035;-0.014
Sc vs Mf;F29;Mf;13.89;-0.072;0.009
Sc vs Mf;F29;Mf;14.22;-0.017;-0.01
Sc vs Mf;F29;Mf;14.55;-0.146;0.007
Sc vs Mf;F29;Mf;14.89;0.029;0.009
Sc vs Mf;F29;Mf;15.22;-0.128;0.007
Sc vs Mf;F29;Mf;15.55;0.066;0.019
Sc vs Mf;F29;Mf;15.89;-0.026;0.002
Sc vs Mf;F29;Mf;16.22;0.001;0.015
Sc vs Mf;F29;Mf;16.55;0.011;0
Sc vs Mf;F29;Mf;16.89;-0.119;0.009
Sc vs Mf;F29;Mf;17.22;0.048;0
Sc vs Mf;F29;Mf;17.55;-0.109;0.007
Sc vs Mf;F29;Mf;17.89;0.038;0.022
Sc vs Mf;F29;Mf;18.22;-0.008;0.009
Sc vs Mf;F29;Mf;18.55;-0.008;0.021
Sc vs Mf;F29;Mf;18.89;0.048;0.007
Sc vs Mf;F29;Mf;19.22;-0.045;0.014
Sc vs Mf;F29;Mf;19.55;0.112;0.012
Sc vs Mf;F29;Mf;19.89;-0.109;0.006
Sc vs Mf;F29;Mf;20.22;0.048;0.024
Sc vs Mf;F29;Mf;20.55;0.02;0.02
Sc vs Mf;F29;Mf;20.89;0.001;0.03
Sc vs Mf;F29;Mf;21.22;0.112;0.03
Sc vs Mf;F29;Mf;21.55;-0.045;0.057
Sc vs Mf;F29;Mf;21.89;0.168;0.044
Sc vs Mf;F29;Mf;22.22;0.038;0.064
Sc vs Mf;F29;Mf;22.55;0.084;0.066
Sc vs Mf;F29;Mf;22.89;0.131;0.057
Sc vs Mf;F29;Mf;23.22;0.177;0.08
Sc vs Mf;F29;Mf;23.55;0.158;0.059
Sc vs Mf;F29;Mf;23.89;0.27;0.058
Sc vs Mf;F29;Mf;24.22;0.214;0.048
Sc vs Mf;F29;Mf;24.55;0.196;0.039
Sc vs Mf;F29;Mf;24.89;0.335;0.035
Sc vs Mf;F29;Mf;25.22;0.242;0.034
Sc vs Mf;F29;Mf;25.55;0.196;0.03
Sc vs Mf;F29;Mf;25.89;0.289;0.042
Sc vs Mf;F29;Mf;26.22;0.289;0.045
Sc vs Mf;F29;Mf;26.55;0.317;0.027
Sc vs Mf;F29;Mf;26.89;0.317;0.05
Sc vs Mf;F29;Mf;27.22;0.344;0.037
Sc vs Mf;F29;Mf;27.55;0.363;0.046
Sc vs Mf;F29;Mf;27.89;0.391;0.038
Sc vs Mf;F29;Mf;28.22;0.289;0.06
Sc vs Mf;F29;Mf;28.55;0.437;0.058
Sc vs Mf;F29;Mf;28.89;0.307;0.08
Sc vs Mf;F29;Mf;29.22;0.54;0.082
Sc vs Mf;F29;Mf;29.55;0.372;0.096
Sc vs Mf;F29;Mf;29.89;0.605;0.108
Sc vs Mf;F29;Mf;30.22;0.465;0.098
Sc vs Mf;F29;Mf;30.55;0.67;0.111
Sc vs Mf;F29;Mf;30.89;0.558;0.101
Sc vs Mf;F29;Mf;31.22;0.66;0.123
Sc vs Mf;F29;Mf;31.55;0.679;0.112
Sc vs Mf;F29;Mf;31.89;0.698;0.128
Sc vs Mf;F29;Mf;32.22;0.772;0.1
Sc vs Mf;F29;Mf;32.55;0.819;0.083
Sc vs Mf;F29;Mf;32.89;0.884;0.043
Sc vs Mf;F29;Mf;33.22;0.911;0.033
Sc vs Mf;F29;Mf;33.55;0.93;0.01
Sc vs Mf;F29;Mf;33.89;0.846;0.015
Sc vs Mf;F29;Mf;34.22;0.763;0
Sc vs Mf;F29;Mf;34.55;0.735;0.021
Sc vs Mf;F29;Mf;34.89;0.875;0.04
Sc vs Mf;F29;Mf;35.22;0.8;0.068
Sc vs Mf;F29;Mf;35.55;1.006;0.106
Sc vs Mf;F29;Mf;35.89;0.828;0.12
Sc vs Mf;F29;Mf;36.22;1.053;0.138
Sc vs Mf;F29;Mf;36.55;1.006;0.118
Sc vs Mf;F29;Mf;36.89;1.062;0.143
Sc vs Mf;F29;Mf;37.22;1.146;0.125
Sc vs Mf;F29;Mf;37.55;1.109;0.145
Sc vs Mf;F29;Mf;37.89;1.296;0.126
Sc vs Mf;F29;Mf;38.22;1.156;0.13
Sc vs Mf;F29;Mf;38.55;1.399;0.134
Sc vs Mf;F29;Mf;38.89;1.278;0.119
Sc vs Mf;F29;Mf;39.22;1.409;0.138
Sc vs Mf;F29;Mf;39.55;1.418;0.123
Sc vs Mf;F29;Mf;39.89;1.427;0.139
Sc vs Mf;F29;Mf;40.22;1.568;0.125
Sc vs Mf;F29;Mf;40.55;1.465;0.129
Sc vs Mf;F29;Mf;40.89;1.699;0.129
Sc vs Mf;F29;Mf;41.22;1.605;0.114
Sc vs Mf;F29;Mf;41.55;1.708;0.13
Sc vs Mf;F29;Mf;41.89;1.736;0.119
Sc vs Mf;F29;Mf;42.22;1.689;0.134
Sc vs Mf;F29;Mf;42.55;1.867;0.126
Sc vs Mf;F29;Mf;42.89;1.717;0.127
Sc vs Mf;F29;Mf;43.22;1.998;0.134
Sc vs Mf;F29;Mf;43.55;1.905;0.124
Sc vs Mf;F29;Mf;43.89;2.017;0.133
Sc vs Mf;F29;Mf;44.22;2.064;0.121
Sc vs Mf;F29;Mf;44.55;1.97;0.122
Sc vs Mf;F29;Mf;44.89;2.185;0.108
Sc vs Mf;F29;Mf;45.22;2.045;0.141
Sc vs Mf;F29;Mf;45.55;2.223;0.144
Sc vs Mf;F29;Mf;45.89;2.223;0.148
Sc vs Mf;F29;Mf;46.22;2.204;0.165
Sc vs Mf;F29;Mf;46.55;2.344;0.137
Sc vs Mf;F29;Mf;46.89;2.485;0.166
Sc vs Mf;F29;Mf;47.22;2.466;0.143
Sc vs Mf;F29;Mf;47.55;2.457;0.158
Sc vs Mf;F29;Mf;47.89;2.579;0.15
Sc vs Mf;F29;Mf;48.22;2.466;0.13
Sc vs Mf;F29;Mf;48.55;2.73;0.12
Sc vs Mf;F29;Mf;48.89;2.617;0.116
Sc vs Mf;F29;Mf;49.22;2.805;0.122
Sc vs Mf;F29;Mf;49.55;2.749;0.099
Sc vs Mf;F29;Mf;49.89;2.787;0.115
Sc vs Mf;F29;Mf;50.22;2.815;0.082
Sc vs Mf;F29;Mf;50.55;2.777;0.111
Sc vs Mf;F29;Mf;50.89;2.938;0.088
Sc vs Mf;F29;Mf;51.22;2.824;0.116
Sc vs Mf;F29;Mf;51.55;3.041;0.111
Sc vs Mf;F29;Mf;51.89;2.909;0.126
Sc vs Mf;F29;Mf;52.22;3.136;0.124
Sc vs Mf;F29;Mf;52.55;2.966;0.124
Sc vs Mf;F29;Mf;52.89;3.192;0.131
Sc vs Mf;F29;Mf;53.22;3.088;0.116
Sc vs Mf;F29;Mf;53.55;3.258;0.122
Sc vs Mf;F29;Mf;53.9;3.202;0.103
Sc vs Mf;F29;Mf;54.24;3.334;0.114
Sc vs Mf;F29;Mf;54.57;3.305;0.096
Sc vs Mf;F29;Mf;54.9;3.352;0.101
Sc vs Mf;F29;Mf;55.24;3.352;0.096
Sc vs Mf;F29;Mf;55.57;3.39;0.095
Sc vs Mf;F29;Mf;55.9;3.437;0.103
Sc vs Mf;F29;Mf;56.24;3.475;0.095
Sc vs Mf;F29;Mf;56.57;3.484;0.103
Sc vs Mf;F29;Mf;56.9;3.588;0.102
Sc vs Mf;F29;Mf;57.24;3.522;0.103
Sc vs Mf;F29;Mf;57.57;3.701;0.102
Sc vs Mf;F29;Mf;57.9;3.532;0.1
Sc vs Mf;F29;Mf;58.24;3.72;0.095
Sc vs Mf;F29;Mf;58.57;3.683;0.074
Sc vs Mf;F29;Mf;58.9;3.758;0.081
Sc vs Mf;F29;Mf;59.24;3.786;0.048
Sc vs Mf;F29;Mf;59.57;3.796;0.072
Sc vs Mf;F29;Mf;59.9;3.805;0.051
Sc vs Mf;F29;Mf;60.24;3.739;0.063
Sc vs Mf;F29;Mf;60.57;3.872;0.068
Sc vs Mf;F29;Mf;60.9;3.71;0.073
Sc vs Mf;F29;Mf;61.24;3.957;0.097
Sc vs Mf;F29;Mf;61.57;3.881;0.088
Sc vs Mf;F29;Mf;61.9;3.967;0.103
Sc vs Mf;F29;Mf;62.24;4.005;0.095
Sc vs Mf;F29;Mf;62.57;3.986;0.104
Sc vs Mf;F29;Mf;62.9;4.128;0.086
Sc vs Mf;F29;Mf;63.24;3.948;0.092
Sc vs Mf;F29;Mf;63.57;4.147;0.097
Sc vs Mf;F29;Mf;63.9;4.118;0.083
Sc vs Mf;F29;Mf;64.24;4.166;0.097
Sc vs Mf;F29;Mf;64.57;4.223;0.086
Sc vs Mf;F29;Mf;64.9;4.194;0.1
Sc vs Mf;F29;Mf;65.24;4.337;0.086
Sc vs Mf;F29;Mf;65.57;4.175;0.086
Sc vs Mf;F29;Mf;65.9;4.384;0.097
Sc vs Mf;F29;Mf;66.24;4.299;0.08
Sc vs Mf;F29;Mf;66.57;4.375;0.092
Sc vs Mf;F29;Mf;66.9;4.432;0.084
Sc vs Mf;F29;Mf;67.24;4.394;0.094
Sc vs Mf;F29;Mf;67.57;4.555;0.088
Sc vs Mf;F29;Mf;67.9;4.384;0.09
Sc vs Mf;F29;Mf;68.24;4.574;0.101
Sc vs Mf;F29;Mf;68.57;4.527;0.092
Sc vs Mf;F29;Mf;68.9;4.555;0.105
Sc vs Mf;F29;Mf;69.24;4.679;0.096
Sc vs Mf;F29;Mf;69.57;4.584;0.099
Sc vs Mf;F29;Mf;69.9;4.793;0.075
Sc vs Mf;F29;Mf;70.24;4.66;0.062
Sc vs Mf;F29;Mf;70.57;4.802;0.065
Sc vs Mf;F29;Mf;70.9;4.764;0.041
Sc vs Mf;F29;Mf;71.24;4.726;0.063
Sc vs Mf;F29;Mf;71.57;4.774;0.055
Sc vs Mf;F29;Mf;71.9;4.707;0.065
Sc vs Mf;F29;Mf;72.24;4.899;0.072
Sc vs Mf;F29;Mf;72.57;4.745;0.072
Sc vs Mf;F29;Mf;72.9;4.975;0.093
Sc vs Mf;F29;Mf;73.24;4.927;0.092
Sc vs Mf;F29;Mf;73.57;4.879;0.097
Sc vs Mf;F29;Mf;73.9;5.033;0.087
Sc vs Mf;F29;Mf;74.24;4.879;0.095
Sc vs Mf;F29;Mf;74.57;5.1;0.088
Sc vs Mf;F29;Mf;74.9;5.052;0.088
Sc vs Mf;F29;Mf;75.24;5.1;0.106
Sc vs Mf;F29;Mf;75.57;5.138;0.092
Sc vs Mf;F29;Mf;75.9;5.128;0.116
Sc vs Mf;F29;Mf;76.24;5.243;0.097
Sc vs Mf;F29;Mf;76.57;5.119;0.12
Sc vs Mf;F29;Mf;76.9;5.339;0.105
Sc vs Mf;F29;Mf;77.24;5.243;0.106
Sc vs Mf;F29;Mf;77.57;5.415;0.082
Sc vs Mf;F29;Mf;77.9;5.358;0.083
Sc vs Mf;F29;Mf;78.24;5.492;0.078
Sc vs Mf;F29;Mf;78.57;5.358;0.073
Sc vs Mf;F29;Mf;78.9;5.473;0.116
Sc vs Mf;F29;Mf;79.24;5.32;0.153
Sc vs Mf;F29;Mf;79.57;5.549;0.186
Sc vs Mf;F29;Mf;79.9;5.454;0.199
Sc vs Mf;F29;Mf;80.24;5.645;0.224
Sc vs Mf;F29;Mf;80.57;5.837;0.21
Sc vs Mf;F29;Mf;80.9;6.01;0.214
Sc vs Mf;F29;Mf;81.24;5.923;0.163
Sc vs Mf;F29;Mf;81.57;5.952;0.159
Sc vs Mf;F29;Mf;81.9;5.991;0.103
Sc vs Mf;F29;Mf;82.24;5.972;0.079
Sc vs Mf;F29;Mf;82.57;6.087;0.072
Sc vs Mf;F29;Mf;82.9;5.991;0.08
Sc vs Mf;F29;Mf;83.24;6.193;0.087
Sc vs Mf;F29;Mf;83.57;6.058;0.073
Sc vs Mf;F29;Mf;83.9;6.184;0.091
Sc vs Mf;F29;Mf;84.24;6.184;0.081
Sc vs Mf;F29;Mf;84.57;6.155;0.094
Sc vs Mf;F29;Mf;84.9;6.28;0.079
Sc vs Mf;F29;Mf;85.24;6.164;0.085
Sc vs Mf;F29;Mf;85.57;6.396;0.082
Sc vs Mf;F29;Mf;85.9;6.29;0.072
Sc vs Mf;F29;Mf;86.24;6.386;0.089
Sc vs Mf;F29;Mf;86.57;6.357;0.08
Sc vs Mf;F29;Mf;86.9;6.347;0.095
Sc vs Mf;F29;Mf;87.24;6.463;0.08
Sc vs Mf;F29;Mf;87.57;6.347;0.086
Sc vs Mf;F29;Mf;87.9;6.579;0.091
Sc vs Mf;F29;Mf;88.24;6.502;0.08
Sc vs Mf;F29;Mf;88.57;6.598;0.091
Sc vs Mf;F29;Mf;88.9;6.579;0.083
Sc vs Mf;F29;Mf;89.24;6.54;0.088
Sc vs Mf;F29;Mf;89.57;6.685;0.074
Sc vs Mf;F29;Mf;89.9;6.53;0.072
Sc vs Mf;F29;Mf;90.24;6.762;0.08
Sc vs Mf;F29;Mf;90.57;6.704;0.079
Sc vs Mf;F29;Mf;90.9;6.742;0.081
Sc vs Mf;F29;Mf;91.24;6.791;0.078
Sc vs Mf;F29;Mf;91.57;6.694;0.079
Sc vs Mf;F29;Mf;91.9;6.887;0.076
Sc vs Mf;F29;Mf;92.24;6.771;0.071
Sc vs Mf;F29;Mf;92.57;6.858;0.075
Sc vs Mf;F29;Mf;92.9;6.925;0.084
Sc vs Mf;F29;Mf;93.24;6.858;0.084
Sc vs Mf;F29;Mf;93.57;7.041;0.082
Sc vs Mf;F29;Mf;93.9;6.858;0.078
Sc vs Mf;F29;Mf;94.24;7.012;0.084
Sc vs Mf;F29;Mf;94.57;7.06;0.084
Sc vs Mf;F29;Mf;94.9;7.003;0.088
Sc vs Mf;F29;Mf;95.24;7.147;0.08
Sc vs Mf;F29;Mf;95.57;6.993;0.085
Sc vs Mf;F29;Mf;95.9;7.224;0.08
Sc vs Mf;F29;Mf;96.24;7.166;0.068
Sc vs Mf;F29;Mf;96.57;7.176;0.086
Sc vs Mf;F29;Mf;96.9;7.215;0.081
Sc vs Mf;F29;Mf;97.24;7.166;0.096
Sc vs Mf;F29;Mf;97.57;7.34;0.083
Sc vs Mf;F29;Mf;97.9;7.195;0.105
Sc vs Mf;F29;Mf;98.24;7.398;0.103
Sc vs Mf;F29;Mf;98.57;7.369;0.099
Sc vs Mf;F29;Mf;98.9;7.407;0.099
Sc vs Mf;F29;Mf;99.24;7.446;0.083
Sc vs Mf;F29;Mf;99.57;7.514;0.094
Sc vs Mf;F29;Mf;99.9;7.465;0.071
Sc vs Mf;F29;Mf;100.24;7.494;0.08
Sc vs Mf;F29;Mf;100.57;7.543;0.059
Sc vs Mf;F29;Mf;100.9;7.553;0.07
Sc vs Mf;F29;Mf;101.24;7.621;0.054
Sc vs Mf;F29;Mf;101.57;7.591;0.077
Sc vs Mf;F29;Mf;101.9;7.669;0.065
Sc vs Mf;F29;Mf;102.24;7.543;0.081
Sc vs Mf;F29;Mf;102.57;7.757;0.079
